League,Season,Stage,Player,Team,GP,MIN,FGM,FGA,3PM,3PA,FTM,FTA,TOV,PF,ORB,DRB,REB,AST,STL,BLK,PTS,birth_year,birth_month,birth_date,height,height_cm,weight,weight_kg,nationality,high_school,draft_round,draft_pick,draft_team,position
NBA,2019 - 2020,Regular_Season,Derrick White,SAS,68,"1,676.7",765,253,0.458,79,0.366,180,0.853,35,188,223,241,44,59,89,152,1994,Jul,"Jul 2, 1994",6-4,193,190,86,United States,Legend High School,1,29,San Antonio Spurs,G
NBA,2019 - 2020,Regular_Season,Josh Richardson,PHI,55,"1,693.2",755,278,0.43,85,0.341,114,0.809,41,133,174,162,52,36,104,136,1993,Sep,"Sep 15, 1993",6-5,196,200,91,United States,Edmond Santa Fe High School,2,10,Miami Heat,G
NBA,2019 - 2020,Regular_Season,Myles Turner,IND,62,"1,825.9",749,268,0.457,86,0.344,127,0.751,86,321,407,72,46,132,85,166,1996,Mar,"Mar 24, 1996",6-11,211,250,113,United States,Trinity High School,1,11,Indiana Pacers,FC
NBA,2019 - 2020,Regular_Season,Lonzo Ball,NOP,63,"2,025.2",745,277,0.403,148,0.375,43,0.566,71,312,383,438,88,38,193,128,1997,Oct,"Oct 27, 1997",6-6,198,190,86,United States,Chino Hills High School,1,2,Los Angeles Lakers,PG
NBA,2019 - 2020,Regular_Season,Tyler Herro,MIA,55,"1,508.1",743,270,0.428,116,0.389,87,0.87,16,208,224,121,34,9,87,76,2000,Jan,"Jan 20, 2000",6-5,196,195,88,United States,Whitnall High School,1,13,Miami Heat,SG
NBA,2019 - 2020,Regular_Season,Ish Smith,WAS,68,"1,787.0",740,308,0.447,62,0.367,62,0.721,30,189,219,334,59,30,95,106,1988,Jul,"Jul 5, 1988",6-0,183,175,79,United States,Central Cabarrus High School,,,,PG
NBA,2019 - 2020,Regular_Season,Lauri Markkanen,CHI,50,"1,491.5",737,251,0.425,109,0.344,126,0.824,60,253,313,74,42,23,81,96,1997,May,"May 22, 1997",7-0,213,240,109,Finland,Helsinki Basketball Academy,1,7,Minnesota Timberwolves,SF
NBA,2019 - 2020,Regular_Season,OG Anunoby,TOR,69,"2,065.7",733,286,0.505,89,0.39,72,0.706,80,284,364,108,96,45,79,167,1997,Jul,"Jul 17, 1997",6-7,201,240,109,England / United States,Jefferson City High School,1,23,Toronto Raptors,SF
NBA,2019 - 2020,Regular_Season,Darius Garland,CLE,59,"1,824.0",728,280,0.401,105,0.355,63,0.875,27,84,111,229,42,4,151,92,2000,Jan,"Jan 26, 2000",6-1,185,192,87,United States,Brentwood Academy,1,5,Cleveland Cavaliers,G
NBA,2019 - 2020,Regular_Season,Glenn Robinson,PHI,62,"1,786.4",727,288,0.487,77,0.391,74,0.86,81,189,270,96,54,16,56,100,1994,Jan,"Jan 8, 1994",6-6,198,222,101,United States,Lake Central High School,2,10,Minnesota Timberwolves,SF
NBA,2019 - 2020,Regular_Season,Rudy Gay,SAS,67,"1,460.6",726,266,0.446,74,0.336,120,0.882,61,301,362,114,35,33,88,103,1986,Aug,"Aug 17, 1986",6-7,201,250,113,United States,Archbishop Spalding High School,1,8,Houston Rockets,SF
NBA,2019 - 2020,Regular_Season,Dejounte Murray,SAS,66,"1,686.8",720,294,0.462,41,0.369,91,0.798,69,314,383,271,111,17,125,143,1996,Sep,"Sep 19, 1996",6-5,196,180,82,United States,Rainier Beach High School,1,29,San Antonio Spurs,SG
NBA,2019 - 2020,Regular_Season,Cedi Osman,CLE,65,"1,910.3",718,266,0.437,123,0.383,63,0.67,39,192,231,154,54,16,91,160,1995,Apr,"Apr 8, 1995",6-7,201,230,104,North Macedonia / Turkey,,2,1,Minnesota Timberwolves,GF
NBA,2019 - 2020,Regular_Season,"Troy Brown, Jr.",WAS,69,"1,781.9",716,273,0.439,61,0.341,109,0.784,76,307,383,178,85,7,79,132,1999,Jul,"Jul 28, 1999",6-7,201,215,98,United States,Centennial High School,1,15,Washington Wizards,SF
NBA,2019 - 2020,Regular_Season,Ben McLemore,HOU,71,"1,619.5",715,242,0.444,181,0.4,50,0.746,21,136,157,58,45,16,50,155,1993,Feb,"Feb 11, 1993",6-3,191,195,88,United States,Christian Life Center,1,7,Sacramento Kings,SG
NBA,2019 - 2020,Regular_Season,P.J. Washington,CHA,58,"1,759.0",710,268,0.455,86,0.374,88,0.647,58,258,316,123,51,44,93,158,1998,Aug,"Aug 23, 1998",6-7,201,230,104,United States,Findlay College Prep,1,12,Charlotte Hornets,PF
NBA,2019 - 2020,Regular_Season,Doug McDermott,IND,69,"1,372.3",710,267,0.488,128,0.435,48,0.828,26,148,174,78,12,5,42,117,1992,Jan,"Jan 3, 1992",6-6,198,225,102,United States,Ames High School,1,11,Denver Nuggets,F
NBA,2019 - 2020,Regular_Season,Joe Ingles,UTA,72,"2,136.6",707,246,0.445,141,0.399,74,0.787,27,251,278,373,65,11,142,154,1987,Oct,"Oct 2, 1987",6-9,206,220,100,Australia,Australian Institute of Sport,,,,F
NBA,2019 - 2020,Regular_Season,Bryn Forbes,SAS,63,"1,579.3",707,242,0.417,148,0.388,75,0.833,12,114,126,108,33,0,57,113,1993,Jul,"Jul 23, 1993",6-2,188,205,93,United States,JW Sexton High School,,,,G
NBA,2019 - 2020,Regular_Season,Dario Saric,PHX,66,"1,631.8",704,256,0.476,84,0.357,108,0.844,100,306,406,123,37,16,88,156,1994,Apr,"Apr 8, 1994",6-10,208,225,102,Croatia,,1,12,Orlando Magic,SF
NBA,2019 - 2020,Regular_Season,Furkan Korkmaz,PHI,72,"1,558.9",704,242,0.43,143,0.402,77,0.755,18,150,168,79,41,16,59,98,1997,Jul,"Jul 24, 1997",6-7,201,202,92,Turkey,,1,26,Philadelphia Sixers,SG
NBA,2019 - 2020,Regular_Season,Brandon Clarke,MEM,58,"1,300.0",700,296,0.618,23,0.359,85,0.759,92,253,345,81,32,48,55,100,1996,Sep,"Sep 19, 1996",6-8,203,215,98,Canada,Desert Vista High School ,1,21,Oklahoma City Thunder,PF
NBA,2019 - 2020,Regular_Season,Steven Adams,OKC,63,"1,680.5",684,283,0.592,1,0.333,117,0.582,207,376,583,146,51,67,94,122,1993,Jul,"Jul 20, 1993",6-11,211,265,120,New Zealand,Scots College,1,12,Oklahoma City Thunder,C
NBA,2019 - 2020,Regular_Season,Tristan Thompson,CLE,57,"1,721.5",684,288,0.512,9,0.391,99,0.615,226,351,577,120,33,50,103,124,1991,Mar,"Mar 13, 1991",6-9,206,254,115,Canada,Findlay College Prep,1,4,Cleveland Cavaliers,F
NBA,2019 - 2020,Regular_Season,Jae Crowder,MIA,65,"1,874.8",684,226,0.401,135,0.343,97,0.776,52,332,384,161,72,24,69,143,1990,Jul,"Jul 6, 1990",6-6,198,235,107,United States,Villa Rica High School,2,4,Cleveland Cavaliers,SF
NBA,2019 - 2020,Regular_Season,Kevin Huerter,ATL,56,"1,760.3",684,252,0.413,127,0.38,53,0.828,35,193,228,213,51,27,87,139,1998,Aug,"Aug 27, 1998",6-7,201,198,90,United States,Shenendehowa High School,1,19,Atlanta Hawks,SF
NBA,2019 - 2020,Regular_Season,Dorian Finney-Smith,DAL,71,"2,119.8",678,243,0.466,114,0.376,78,0.722,145,260,405,114,45,39,69,178,1993,May,"May 4, 1993",6-7,201,220,100,United States,I.C. Norcom High School,,,,SF
NBA,2019 - 2020,Regular_Season,Langston Galloway,DET,66,"1,702.2",677,236,0.435,132,0.399,73,0.859,33,116,149,101,48,11,40,96,1991,Dec,"Dec 9, 1991",6-1,185,200,91,United States,Christian Life,,,,G
NBA,2019 - 2020,Regular_Season,Mike Conley,UTA,47,"1,363.3",675,232,0.409,96,0.375,115,0.827,33,118,151,208,36,5,92,104,1987,Oct,"Oct 11, 1987",6-0,183,175,79,United States,Lawrence North High School,1,4,Memphis Grizzlies,PG
NBA,2019 - 2020,Regular_Season,Maxi Kleber,DAL,74,"1,889.7",672,237,0.461,119,0.373,79,0.849,112,276,388,88,25,83,58,176,1992,Jan,"Jan 29, 1992",6-10,208,240,109,Germany,,,,,PF
NBA,2019 - 2020,Regular_Season,Bobby Portis,NYK,66,"1,393.4",668,265,0.45,67,0.358,71,0.763,80,258,338,98,32,18,73,110,1995,Feb,"Feb 10, 1995",6-10,208,250,113,United States,Hall High School,1,22,Chicago Bulls,PF
NBA,2019 - 2020,Regular_Season,Mikal Bridges,PHX,73,"2,042.1",667,247,0.51,70,0.361,103,0.844,66,226,292,129,102,46,73,163,1996,Aug,"Aug 30, 1996",6-6,198,209,95,United States,Great Valley High School,1,10,Philadelphia Sixers,SG
NBA,2019 - 2020,Regular_Season,Danuel House,HOU,63,"1,912.7",662,230,0.427,129,0.363,73,0.811,57,210,267,85,67,34,54,132,1993,Jun,"Jun 7, 1993",6-6,198,220,100,United States,Hightower High School,,,,F
NBA,2019 - 2020,Regular_Season,Monte Morris,DEN,73,"1,636.5",660,260,0.459,65,0.378,75,0.843,24,113,137,255,55,17,53,73,1995,Jun,"Jun 27, 1995",6-2,188,183,83,United States / Nigeria,Flint Beecher High School,2,21,Denver Nuggets,G
NBA,2019 - 2020,Regular_Season,Thaddeus Young,CHI,64,"1,590.7",659,269,0.448,79,0.356,42,0.583,94,221,315,117,92,23,102,134,1988,Jun,"Jun 21, 1988",6-8,203,225,102,United States,Mitchell High School,1,12,Philadelphia Sixers,F
NBA,2019 - 2020,Regular_Season,Josh Hart,NOP,65,"1,755.2",656,225,0.423,121,0.342,85,0.739,61,364,425,108,63,23,75,160,1995,Mar,"Mar 6, 1995",6-4,193,215,98,United States,Sidwell Friends School,1,30,Utah Jazz,SG
NBA,2019 - 2020,Regular_Season,Kentavious Caldwell-Pope,LAL,69,"1,761.9",645,237,0.467,92,0.385,79,0.775,38,104,142,111,57,14,62,128,1993,Feb,"Feb 18, 1993",6-5,196,204,93,United States,Greenville High School,1,8,Detroit Pistons,SG
NBA,2019 - 2020,Regular_Season,Tomas Satoransky,CHI,65,"1,877.9",644,237,0.43,64,0.322,106,0.876,76,178,254,354,80,7,130,135,1991,Oct,"Oct 30, 1991",6-7,201,210,95,Czech Republic,,2,2,Washington Wizards,PG
NBA,2019 - 2020,Regular_Season,Cody Zeller,CHA,58,"1,340.7",642,251,0.524,18,0.24,122,0.682,160,251,411,88,40,25,75,140,1992,Oct,"Oct 5, 1992",6-11,211,240,109,United States,Washington High School,1,4,Charlotte Hornets,F
NBA,2019 - 2020,Regular_Season,Jeff Teague,ATL,59,"1,464.3",641,213,0.436,43,0.368,172,0.873,27,115,142,308,44,19,116,106,1988,Jun,"Jun 10, 1988",6-3,191,195,88,United States,Pike High School,1,19,Atlanta Hawks,PG
NBA,2019 - 2020,Regular_Season,Garrett Temple,BRK,62,"1,729.7",641,222,0.378,127,0.329,70,0.805,29,189,218,156,49,29,62,108,1986,May,"May 8, 1986",6-5,196,195,88,United States,Louisiana State University Laboratory School,,,,G
NBA,2019 - 2020,Regular_Season,Aaron Holiday,IND,66,"1,617.3",627,233,0.414,87,0.394,74,0.851,22,134,156,225,55,16,88,120,1996,Sep,"Sep 30, 1996",6-0,183,185,84,United States,Campbell Hall School,1,23,Indiana Pacers,PG
NBA,2019 - 2020,Regular_Season,Damion Lee,GSW,49,"1,422.5",621,213,0.417,85,0.356,110,0.873,32,207,239,133,50,6,67,116,1992,Oct,"Oct 21, 1992",6-6,198,210,95,United States,Calvert Hall College High School,,,,G
NBA,2019 - 2020,Regular_Season,Malik Beasley,MIN,55,"1,208.6",615,227,0.425,107,0.388,54,0.818,18,130,148,75,40,8,57,77,1996,Nov,"Nov 26, 1996",6-4,193,187,85,United States,Saint Francis High School,1,19,Denver Nuggets,SG
NBA,2019 - 2020,Regular_Season,Donte DiVincenzo,MIL,66,"1,520.4",610,232,0.455,83,0.336,63,0.733,66,252,318,154,85,20,90,113,1997,Jan,"Jan 31, 1997",6-4,193,203,92,United States,Salesianum School,1,17,Milwaukee Bucks,SG
NBA,2019 - 2020,Regular_Season,Cam Reddish,ATL,58,"1,550.7",610,213,0.384,83,0.332,101,0.802,35,181,216,87,62,28,96,132,1999,Sep,"Sep 1, 1999",6-7,201,217,98,United States,Westtown School,1,10,Atlanta Hawks,G
NBA,2019 - 2020,Regular_Season,Justin Holiday,IND,73,"1,825.6",603,208,0.428,134,0.405,53,0.791,32,206,238,93,87,46,44,137,1989,Apr,"Apr 5, 1989",6-6,198,180,82,United States,Campbell Hall School,,,,SF
NBA,2019 - 2020,Regular_Season,Daniel Theis,BOS,65,"1,566.1",601,241,0.566,32,0.333,87,0.763,140,286,426,111,37,84,54,219,1992,Apr,"Apr 4, 1992",6-8,203,245,111,Germany,,,,,C
NBA,2019 - 2020,Regular_Season,D.J. Augustin,ORL,57,"1,420.4",599,184,0.399,70,0.348,161,0.89,22,100,122,262,34,1,86,72,1987,Nov,"Nov 10, 1987",6-0,183,183,83,United States,Hightower High School,1,9,Charlotte Hornets,G
NBA,2019 - 2020,Regular_Season,Kent Bazemore,SAC,68,"1,687.6",597,200,0.375,84,0.344,113,0.769,27,267,294,93,74,40,91,196,1989,Jul,"Jul 1, 1989",6-4,193,195,88,United States,Bertie High School,,,,GF
NBA,2019 - 2020,Regular_Season,Ivica Zubac,LAC,72,"1,326.1",596,236,0.611,0,0.0,124,0.747,198,346,544,82,16,66,61,168,1997,Mar,"Mar 18, 1997",7-0,213,240,109,Bosnia and Herzegovina / Croatia,,2,2,Los Angeles Lakers,C
NBA,2019 - 2020,Regular_Season,Austin Rivers,HOU,68,"1,593.9",596,211,0.421,96,0.356,78,0.703,27,148,175,113,49,10,50,129,1992,Aug,"Aug 1, 1992",6-4,193,200,91,United States,Winter Park High School,1,10,New Orleans Pelicans,SG
NBA,2019 - 2020,Regular_Season,Paul Millsap,DEN,51,"1,240.0",591,211,0.482,54,0.435,115,0.816,98,195,293,83,44,30,70,150,1985,Feb,"Feb 10, 1985",6-7,201,250,113,United States,Grambling Laboratory High School,2,17,Utah Jazz,FC
NBA,2019 - 2020,Regular_Season,Mitchell Robinson,NYK,61,"1,412.5",590,253,0.742,0,0.0,84,0.568,186,242,428,36,52,119,37,194,1998,Apr,"Apr 1, 1998",7-0,213,240,109,United States,Chalmette High School,2,6,New York Knicks,C
NBA,2019 - 2020,Regular_Season,Gary Harris,DEN,56,"1,780.2",581,218,0.42,70,0.333,75,0.815,26,137,163,118,76,14,60,116,1994,Sep,"Sep 14, 1994",6-4,193,210,95,United States,Hamilton Southeastern High School,1,19,Chicago Bulls,SG
NBA,2019 - 2020,Regular_Season,Jarrett Culver,MIN,63,"1,505.6",580,230,0.404,66,0.299,54,0.462,70,142,212,110,57,38,81,125,1999,Feb,"Feb 20, 1999",6-6,198,195,88,United States,Coronado High School,1,6,Phoenix Suns,SG
NBA,2019 - 2020,Regular_Season,Anfernee Simons,POR,70,"1,448.7",579,214,0.399,75,0.332,76,0.826,25,127,152,97,26,10,61,135,1999,Jun,"Jun 8, 1999",6-3,191,193,88,United States,Edgewater High School,1,24,Portland Trail Blazers,SG
NBA,2019 - 2020,Regular_Season,Shabazz Napier,WAS,56,"1,344.5",578,188,0.412,76,0.317,126,0.824,26,132,158,262,69,11,128,101,1991,Jul,"Jul 14, 1991",6-1,185,180,82,United States / Puerto Rico,Charlestown High School,1,24,Charlotte Hornets,PG
NBA,2019 - 2020,Regular_Season,"Larry Nance, Jr.",CLE,56,"1,472.1",564,229,0.531,56,0.352,50,0.676,106,303,409,123,56,22,60,91,1993,Jan,"Jan 1, 1993",6-8,203,245,111,United States,Revere High School,1,27,Los Angeles Lakers,SF
NBA,2019 - 2020,Regular_Season,Malik Monk,CHA,55,"1,169.1",564,212,0.434,58,0.284,82,0.82,27,130,157,114,25,16,77,74,1998,Feb,"Feb 4, 1998",6-3,191,200,91,United States,Bentonville High School,1,11,Charlotte Hornets,SG
NBA,2019 - 2020,Regular_Season,Markieff Morris,LAL,58,"1,187.5",560,203,0.443,88,0.386,66,0.776,40,178,218,77,31,17,76,133,1989,Sep,"Sep 2, 1989",6-9,206,245,111,United States,APEX Academy,1,13,Phoenix Suns,PF
NBA,2019 - 2020,Regular_Season,George Hill,MIL,59,"1,271.3",554,194,0.516,81,0.46,85,0.842,50,127,177,180,47,5,57,84,1986,May,"May 4, 1986",6-3,191,188,85,United States,Broad Ripple High School,1,26,San Antonio Spurs,G
NBA,2019 - 2020,Regular_Season,Kelly Olynyk,MIA,67,"1,300.4",549,184,0.462,95,0.406,86,0.86,44,261,305,116,45,23,71,173,1991,Apr,"Apr 19, 1991",6-11,211,240,109,Canada,Kamloops High School,1,13,Dallas Mavericks,C
NBA,2019 - 2020,Regular_Season,Marquese Chriss,GSW,59,"1,196.2",548,210,0.545,8,0.205,120,0.769,114,251,365,114,39,62,78,122,1997,Jul,"Jul 2, 1997",6-9,206,240,109,United States,Pleasant Grove High School,1,8,Sacramento Kings,PF
NBA,2019 - 2020,Regular_Season,Danny Green,LAL,68,"1,686.7",547,197,0.416,120,0.367,33,0.688,51,174,225,91,85,32,63,136,1987,Jun,"Jun 22, 1987",6-6,198,215,98,United States,St. Mary's High School,2,16,Cleveland Cavaliers,SF
NBA,2019 - 2020,Regular_Season,Terence Davis,TOR,72,"1,209.2",543,199,0.456,94,0.388,51,0.864,50,187,237,115,39,14,76,124,1997,May,"May 16, 1997",6-4,193,201,91,United States,Southaven High School,,,,SF
NBA,2019 - 2020,Regular_Season,"Gary Trent, Jr.",POR,61,"1,331.9",541,196,0.444,112,0.418,37,0.822,25,75,100,61,48,16,21,90,1999,Jan,"Jan 18, 1999",6-5,196,204,93,United States,Prolific Prep,2,7,Sacramento Kings,SG
NBA,2019 - 2020,Regular_Season,Josh Okogie,MIN,62,"1,547.3",533,170,0.427,41,0.266,152,0.796,87,181,268,99,68,26,87,139,1998,Sep,"Sep 1, 1998",6-4,193,213,97,Nigeria / United States,Shiloh High School,1,20,Minnesota Timberwolves,SG
NBA,2019 - 2020,Regular_Season,Dwight Howard,LAL,69,"1,305.7",517,202,0.729,3,0.6,110,0.514,172,335,507,45,31,79,84,222,1985,Dec,"Dec 8, 1985",6-11,211,265,120,United States,Southwest Atlanta Christian Academy,1,1,Orlando Magic,C
NBA,2019 - 2020,Regular_Season,"Bruce Brown, Jr.",DET,58,"1,634.0",517,198,0.443,33,0.344,88,0.739,61,213,274,230,63,29,100,162,1996,Aug,"Aug 15, 1996",6-4,193,202,92,United States,Vermont Academy,2,12,Detroit Pistons,SG
NBA,2019 - 2020,Regular_Season,"Michael Porter, Jr.",DEN,55,903.3,512,195,0.509,62,0.422,60,0.833,66,193,259,46,27,25,49,100,1998,Jun,"Jun 29, 1998",6-10,208,218,99,United States,Nathan Hale High School,1,14,Denver Nuggets,PF
NBA,2019 - 2020,Regular_Season,Delon Wright,DAL,73,"1,569.8",504,190,0.462,47,0.37,77,0.77,70,210,280,244,85,23,73,93,1992,Apr,"Apr 26, 1992",6-5,196,185,84,United States,Leuzinger High School,1,20,Toronto Raptors,G
NBA,2019 - 2020,Regular_Season,Cameron Johnson,PHX,57,"1,255.4",504,176,0.435,106,0.39,46,0.807,49,138,187,69,36,20,32,88,1996,Mar,"Mar 3, 1996",6-8,203,210,95,United States,Our Lady of the Sacred Heart High School,1,11,Minnesota Timberwolves,G
NBA,2019 - 2020,Regular_Season,Svi Mykhailiuk,DET,56,"1,265.0",504,166,0.41,115,0.404,57,0.814,17,87,104,106,41,4,61,87,1997,Jun,"Jun 10, 1997",6-7,201,205,93,Ukraine,Cherkasy First City Gymnasia,2,17,Los Angeles Lakers,SF
NBA,2019 - 2020,Regular_Season,Jordan Poole,GSW,57,"1,273.9",503,167,0.333,74,0.279,95,0.798,9,109,118,134,35,10,74,94,1999,Jun,"Jun 19, 1999",6-4,193,194,88,United States,La Lumiere School,1,28,Golden State Warriors,SG
NBA,2019 - 2020,Regular_Season,P.J. Tucker,HOU,72,"2,467.2",500,177,0.415,107,0.358,39,0.813,112,364,476,115,77,36,72,229,1985,May,"May 5, 1985",6-5,196,245,111,United States,Enloe High School,2,5,Toronto Raptors,SF
NBA,2019 - 2020,Regular_Season,Derrick Jones,MIA,59,"1,375.0",500,184,0.527,37,0.28,95,0.772,66,167,233,62,58,38,30,130,1997,Feb,"Feb 15, 1997",6-6,198,210,95,United States,Archbishop John Carroll High School,,,,SF
NBA,2019 - 2020,Regular_Season,"Kevin Porter, Jr.",CLE,50,"1,161.8",498,186,0.442,53,0.335,73,0.723,22,140,162,109,46,14,93,135,2000,May,"May 4, 2000",6-4,193,203,92,United States,Rainier Beach High School,1,30,Milwaukee Bucks,SF
NBA,2019 - 2020,Regular_Season,Wesley Matthews,MIL,67,"1,634.8",494,167,0.396,108,0.364,52,0.765,22,144,166,92,38,9,43,103,1986,Oct,"Oct 14, 1986",6-5,196,220,100,United States,James Madison Memorial High School,,,,G
NBA,2019 - 2020,Regular_Season,Landry Shamet,LAC,53,"1,452.0",492,158,0.404,111,0.375,65,0.855,6,94,100,99,20,10,42,142,1997,Mar,"Mar 13, 1997",6-4,193,190,86,United States,Park Hill High School,1,26,Philadelphia Sixers,PG
NBA,2019 - 2020,Regular_Season,Brad Wanamaker,BOS,71,"1,369.1",487,162,0.448,37,0.363,126,0.926,22,122,144,179,61,14,76,133,1989,Jul,"Jul 25, 1989",6-3,191,210,95,United States,Roman Catholic High School for Boys,,,,SG
NBA,2019 - 2020,Regular_Season,Tyus Jones,MEM,65,"1,232.1",484,197,0.459,47,0.379,43,0.741,9,94,103,285,59,6,55,44,1996,May,"May 10, 1996",6-1,185,196,89,United States,Apple Valley High School,1,24,Cleveland Cavaliers,PG
NBA,2019 - 2020,Regular_Season,Tony Snell,DET,59,"1,641.1",474,170,0.445,102,0.402,32,1.0,9,102,111,127,32,15,31,101,1991,Nov,"Nov 10, 1991",6-6,198,213,97,United States,Martin Luther King High School,1,20,Chicago Bulls,G
NBA,2019 - 2020,Regular_Season,Jaxson Hayes,NOP,64,"1,079.7",472,174,0.669,1,0.25,123,0.647,98,162,260,56,26,55,53,161,2000,May,"May 23, 2000",7-0,213,220,100,United States,Moeller High School,1,8,Atlanta Hawks,PF
NBA,2019 - 2020,Regular_Season,Enes Freedom,BOS,58,983.5,469,199,0.572,1,0.143,70,0.707,163,268,431,56,22,41,56,100,1992,May,"May 20, 1992",6-10,208,250,113,Switzerland / Turkey,Stoneridge Prep,1,3,Utah Jazz,F
NBA,2019 - 2020,Regular_Season,Jalen Brunson,DAL,57,"1,022.0",466,181,0.466,43,0.358,61,0.813,22,112,134,188,22,4,66,74,1996,Aug,"Aug 31, 1996",6-2,188,190,86,United States,Stevenson High School,2,3,Dallas Mavericks,PG
NBA,2019 - 2020,Regular_Season,E'Twaun Moore,NOP,56,"1,019.9",466,186,0.426,63,0.377,31,0.689,31,100,131,78,32,11,40,80,1989,Feb,"Feb 25, 1989",6-4,193,191,87,United States,East Chicago Central High School,2,25,Boston Celtics,SG
NBA,2019 - 2020,Regular_Season,DeAndre Jordan,BRK,56,"1,234.3",465,191,0.666,0,0.0,83,0.68,141,420,561,105,18,52,74,114,1988,Jul,"Jul 21, 1988",6-11,211,265,120,United States,Christian Life Center,2,5,Los Angeles Clippers,C
NBA,2019 - 2020,Regular_Season,T.J. McConnell,IND,71,"1,326.1",464,212,0.516,5,0.294,35,0.833,38,151,189,355,56,11,100,73,1992,Mar,"Mar 25, 1992",6-1,185,190,86,United States,Chartiers Valley High School,,,,G
NBA,2019 - 2020,Regular_Season,Gorgui Dieng,MEM,63,"1,096.5",464,166,0.456,54,0.355,78,0.772,91,263,354,73,51,59,60,124,1990,Jan,"Jan 18, 1990",6-10,208,250,113,Senegal,Covenant Christian Academy,1,21,Utah Jazz,FC
NBA,2019 - 2020,Regular_Season,Derrick Favors,NOP,51,"1,242.6",459,209,0.617,1,0.143,40,0.563,163,338,501,81,30,46,55,107,1991,Jul,"Jul 15, 1991",6-10,208,265,120,United States,South Atlanta High School ,1,3,New Jersey Nets,FC
NBA,2019 - 2020,Regular_Season,Cory Joseph,SAC,72,"1,759.5",458,171,0.415,56,0.352,60,0.857,44,144,188,251,53,21,80,133,1991,Aug,"Aug 20, 1991",6-2,188,200,91,Canada,Findlay College Prep,1,29,San Antonio Spurs,PG
NBA,2019 - 2020,Regular_Season,De'Anthony Melton,MEM,60,"1,167.3",455,161,0.401,40,0.286,93,0.769,43,177,220,175,77,20,84,109,1998,May,"May 28, 1998",6-3,191,200,91,United States,Crespi Carmelite High School,2,16,Houston Rockets,SG
NBA,2019 - 2020,Regular_Season,James Ennis,ORL,69,"1,265.9",454,160,0.446,55,0.325,79,0.806,71,174,245,63,35,22,58,137,1990,Jul,"Jul 1, 1990",6-6,198,215,98,United States,Ventura High School,2,20,Atlanta Hawks,GF
NBA,2019 - 2020,Regular_Season,Jeff Green,HOU,48,960.1,453,159,0.462,62,0.339,73,0.802,24,109,133,50,26,19,42,89,1986,Aug,"Aug 28, 1986",6-8,203,235,107,United States,Northwestern High School,1,5,Boston Celtics,F
NBA,2019 - 2020,Regular_Season,Royce O'Neale,UTA,71,"2,049.5",450,158,0.433,92,0.377,42,0.764,27,362,389,180,59,32,61,202,1993,Jun,"Jun 5, 1993",6-6,198,226,103,United States,Harker Heights High School,,,,SF
NBA,2019 - 2020,Regular_Season,Nerlens Noel,OKC,61,"1,127.0",449,184,0.684,1,0.333,80,0.755,91,209,300,57,59,91,66,166,1994,Apr,"Apr 10, 1994",6-10,208,220,100,United States,Tilton School,1,6,New Orleans Pelicans,FC
NBA,2019 - 2020,Regular_Season,JaVale McGee,LAL,68,"1,130.1",446,195,0.637,3,0.5,53,0.646,125,265,390,37,36,94,55,159,1988,Jan,"Jan 19, 1988",7-0,213,270,122,United States,Hales Franciscan,1,18,Washington Wizards,C
NBA,2019 - 2020,Regular_Season,Alex Len,SAC,55,970.7,438,177,0.555,16,0.271,68,0.648,100,221,321,50,23,48,55,127,1993,Jun,"Jun 16, 1993",7-0,213,250,113,Ukraine,Dnipropetrovsk Higher College,1,5,Phoenix Suns,C
NBA,2019 - 2020,Regular_Season,Mason Plumlee,DEN,61,"1,057.2",437,177,0.615,0,0.0,83,0.535,98,219,317,154,33,38,82,143,1990,Mar,"Mar 5, 1990",6-10,208,254,115,United States,Christ School,1,22,Brooklyn Nets,PF
NBA,2019 - 2020,Regular_Season,JaMychal Green,LAC,63,"1,307.0",430,151,0.429,92,0.387,36,0.75,77,311,388,49,29,24,54,174,1990,Jun,"Jun 21, 1990",6-9,206,227,103,United States,St. Jude High School,,,,PF
